"ROI_Norm_509","centile_10","centile_25","centile_50","centile_75","centile_90"
20.5338809034908,10544.9473906794,12727.9395007768,16271.9007552653,21985.377709611,31011.6464292257
21.5338809034908,10586.1930322073,12786.3373317011,16352.315353708,22082.3254457375,31081.107777782
22.5338809034908,10627.5676485458,12845.0132306962,16433.1180785267,22179.5865419386,31150.7996787654
23.5338809034908,10669.3123865953,12904.2618890177,16514.6905646748,22277.6913850452,31221.5355149205
24.5338809034908,10711.4919425218,12964.1652569034,16597.142547878,22376.8021155806,31293.6028788315
25.5338809034908,10754.1302745901,13024.7561788079,16680.5209218564,22476.9952049827,31367.1631598314
26.5338809034908,10797.1858430635,13085.9882074793,16764.7709253437,22578.209307029,31442.1799462792
27.5338809034908,10840.6161595306,13147.8136048715,16849.8358974928,22680.3798076798,31518.6078174567
28.5338809034908,10884.3675864003,13210.1709462263,16935.641355382,22783.4173308058,31596.3624283486
29.5338809034908,10928.3490862093,13272.9531771323,17022.0539705908,22887.1525748703,31675.2444290545
30.5338809034908,10972.4490571795,13336.0279063929,17108.907487443,22991.3713247231,31754.9889637898
31.5338809034908,11016.5528319126,13399.2585922635,17196.0298483581,23095.850992048,31835.3167390916
32.5338809034908,11060.5731348209,13462.5415899036,17283.2907363289,23200.4244470479,31916.0220578489
33.5338809034908,11104.4733548077,13525.8346114603,17370.6381956761,23305.0290118809,31997.0395228142
34.5338809034908,11148.2310055532,13589.1124086053,17458.0418410718,23409.6300662963,32078.3382510645
35.5338809034908,11191.828026278,13652.3550055542,17545.477784564,23514.20082872,32159.8942313328
36.5338809034908,11235.4614214393,13715.8048666045,17633.2592891638,23619.1653225016,32242.2953714451
37.5338809034908,11279.5684935656,13779.9987145565,17722.0783085686,23725.452868204,32326.8104513458
38.5338809034908,11324.6092906228,13845.5026803363,17812.6654406786,23834.0418266655,32414.7628382193
39.5338809034908,11371.0760409258,13912.9239943929,17905.8050733761,23945.9798368886,32507.5581457407
40.5338809034908,11419.6623063832,13983.1183030827,18002.602415755,24062.7406575071,32607.1677009497
41.5338809034908,11471.179988885,14057.088973116,18104.3544268354,24186.0507447564,32715.8895988391
42.5338809034908,11526.4578000781,14135.863212554,18212.3906010248,24317.6761346131,32836.0587900628
43.5338809034908,11586.312394388,14220.456790034,18328.0275753524,24459.3618458563,32969.9657449044
44.5338809034908,11651.4906756424,14311.8031710069,18452.4777411261,24612.7100814634,33119.6935013548
45.5338809034908,11722.7376598897,14410.836696856,18586.9564026538,24779.3236086487,33287.312724847
46.5338809034908,11800.8330154483,14518.5376121,18732.7399196715,24960.8833286871,33474.9863629216
47.5338809034908,11887.0908623556,14636.5477187912,18891.9605007053,25160.2066556945,33686.386365565
48.5338809034908,11983.6371400899,14767.5149563526,19068.052739379,25381.8390882344,33927.472477421
49.5338809034908,12092.7475269261,14914.281095454,19264.7067989231,25630.65716287,34204.6099020737
50.5338809034908,12216.7584369161,15079.7728477365,19485.7282228901,25911.6812911442,34524.3175991397
51.5338809034908,12357.5201021099,15266.3267145656,19734.1653978087,26228.9156991729,34891.7246618228
52.5338809034908,12516.5837287029,15475.9180951217,20012.6044676177,26585.7428672196,35311.1060619344
53.5338809034908,12695.6211266207,15710.6792138814,20323.8385510803,26985.8137979505,35787.0706711562
54.5338809034908,12896.3300767217,15972.7827109409,20670.7174908143,27432.8479651218,36324.2942818083
55.5338809034908,13119.9777297515,16263.875892781,21055.4154632608,27929.6615292211,36926.2345922574
56.5338809034908,13367.7933047507,16585.5658606978,21480.0580978767,28479.0012007048,37596.2418902906
57.5338809034908,13641.148044578,16939.6429472684,21947.0119274341,29083.9280829657,38338.0662685357
58.5338809034908,13941.636132034,17328.1822153847,22459.0164094585,29747.9917929812,39156.0841929348
59.5338809034908,14271.1668407288,17753.6594979393,23019.3351073456,30475.4294472854,40055.5558564346
60.5338809034908,14631.8736411951,18218.8402075604,23631.6125272144,31270.9746371255,41042.3686118207
61.5338809034908,15026.0048835927,18726.6446114709,24299.7000793269,32139.6261185782,42122.7299361829
62.5338809034908,15453.7241922571,19277.4049939979,25024.0961770151,33081.9412828342,43297.0063289868
63.5338809034908,15913.0191223773,19868.7398490714,25801.7763663148,34093.8223198162,44559.4849418522
64.5338809034908,16401.494727421,20497.7826953162,26629.0818049793,35170.3419825642,45903.4081396589
65.5338809034908,16916.4350934958,21161.2566552078,27501.8149422431,36305.8718276249,47321.1469518538
66.5338809034908,17455.0906459074,21855.8322289979,28415.7038199285,37494.696792472,48805.0064245464
67.5338809034908,18014.4317015123,22577.8178890343,29365.9993208953,38730.4839140581,50346.5341132653
68.5338809034908,18590.9516953147,23322.9112013803,30347.1502405268,40005.855172495,51935.969304847
69.5338809034908,19211.8025056416,24125.2905782693,31403.6759554294,41379.397915825,53649.0881937001
70.5338809034908,19786.119827014,24870.9389668935,32387.2304202019,42655.677940522,55232.5306773234
71.5338809034908,20404.2126261396,25673.328175444,33445.5206793999,44029.2101656379,56938.2623379776
72.5338809034908,21035.8507293912,26494.5771773836,34529.2840657392,45435.0705275355,58682.0548237964
73.5338809034908,21680.8685547999,27334.5559908824,35638.3869667223,46873.0460590099,60463.5396786251
74.5338809034908,22339.0262443293,28193.0416092335,36772.5744278157,48342.7648383004,62282.1469551887
75.5338809034908,23010.0378275618,29069.7531716357,37931.5158919834,49843.7565963843,64137.184571507
76.5338809034908,23693.5806162703,29964.3635554165,39114.8201796999,51375.4726076916,66027.8645218574
77.5338809034908,24389.3747623592,30876.5998258284,40322.1664856514,52937.4577475721,67953.5240901348
78.5338809034908,25097.1521458123,31806.2041081216,41553.2534264455,54529.2834449357,69913.5390795715
79.5338809034908,25816.6112124177,32752.8763980023,42807.7243679777,56150.4497183245,71907.1981043088
80.5338809034908,26547.5522761814,33716.4461819381,44085.3917097868,57800.6793867506,73934.079340778
81.5338809034908,27290.2701627003,34697.372354182,45386.8911619462,59480.77501146,75995.1436211698
82.5338809034908,28045.2168411989,35696.3172838331,46713.1260896168,61191.8886375484,78091.7945124073
83.5338809034908,28812.8954242832,36714.0129497452,48065.0928390859,62935.2923270635,80225.5833660767
84.5338809034908,29593.8696329609,37751.2734515661,49443.8972745206,64712.3994797688,82398.2356631852
85.5338809034908,30388.7713924676,38809.0052411598,50850.7683882291,66524.7822943718,84611.6723182323
