"ROI_Norm_601","centile_10","centile_25","centile_50","centile_75","centile_90"
20.5338809034908,691397.587346976,706172.650391121,719288.864230064,732717.619652211,748632.369647347
21.5338809034908,687868.614946351,702765.695461913,716048.039851712,729621.025460234,745568.552196679
22.5338809034908,684345.345865187,699365.770165225,712815.002187404,726531.430291871,742509.112977342
23.5338809034908,680831.291463611,695977.003015841,709594.772912483,723454.74215159,739460.620039776
24.5338809034908,677326.967163383,692599.800522013,706387.554602314,720390.90293924,736422.817905858
25.5338809034908,673839.397111557,689241.284336152,703200.526423479,717347.106250983,733402.951977205
26.5338809034908,670380.653102096,685913.690356884,700046.039350092,714335.779860044,730413.586205125
27.5338809034908,666962.659739629,682629.108516712,696936.301780443,711369.213492559,727467.151290807
28.5338809034908,663597.442808298,679399.745908115,693883.657516433,708459.852752096,724576.256733927
29.5338809034908,660297.929211707,676238.764146353,690901.459918368,705621.21206501,721754.647485872
30.5338809034908,657077.312094378,673159.619099004,688003.388191505,702867.165960946,719016.463895274
31.5338809034908,653948.81696381,670175.812481081,685203.183696743,700211.667594929,716375.936934979
32.5338809034908,650922.297351805,667297.362230742,682511.010374619,697665.005286093,713843.539356527
33.5338809034908,648002.008250564,664528.481896615,679931.050280236,695231.320922523,711423.431188148
34.5338809034908,645190.616791421,661871.72597819,677465.767126359,692912.988321788,709117.960173981
35.5338809034908,642490.912907658,659329.768470819,675117.74502832,690712.509724468,706929.617196107
36.5338809034908,639901.328405644,656900.959013029,672885.27462276,688628.126800373,704856.667411969
37.5338809034908,637415.614526645,654579.013055706,670762.052574161,686653.526098462,702892.857486038
38.5338809034908,635027.293503695,652357.413040947,668741.540876287,684782.161329454,701031.703179518
39.5338809034908,632731.046926102,650230.88251104,666818.505139172,683008.838964638,699268.107663764
40.5338809034908,630528.995212479,648202.24098774,664996.300089689,681337.318559334,697606.178285174
41.5338809034908,628427.167144544,646278.625634608,663282.901322539,679776.19084623,696054.98183862
42.5338809034908,626431.440168172,644467.098250643,661686.259132751,678334.038298036,694623.564123848
43.5338809034908,624547.720205457,642774.752774738,660214.38900461,677019.55477868,693321.140226693
44.5338809034908,622782.35340885,641208.972181593,658875.59175828,675841.826115766,692157.51317883
45.5338809034908,621141.736925203,639777.186693091,657678.248992236,674810.069641377,691142.668859519
46.5338809034908,619631.882755612,638486.49907309,656630.465208428,673933.255520756,690286.343775564
47.5338809034908,618242.640754978,637327.80792063,655724.165096028,673204.23831094,689582.238508274
48.5338809034908,616939.848530076,636267.907179285,654927.181449772,672591.863445143,689000.160339909
49.5338809034908,615687.458916892,635271.760656904,654205.57492957,672063.24635515,688508.190322114
50.5338809034908,614449.870371582,634304.747687956,653525.797404789,671585.856945707,688074.694820018
51.5338809034908,613196.611111404,633336.10902953,652857.050413846,671128.950072758,687668.9854781
52.5338809034908,611900.931721652,632337.826105083,652170.439573414,670662.99565105,687261.028331167
53.5338809034908,610536.497748907,631282.135093788,651437.22769941,670158.586855716,686820.922272896
54.5338809034908,609076.735103907,630140.528892086,650627.476339189,669584.72599749,686316.851788849
55.5338809034908,607492.632314328,628880.214617282,649705.067601823,668902.429660388,685707.391142934
56.5338809034908,605755.172574814,627467.562360471,648632.256669869,668070.425953948,684948.33468688
57.5338809034908,603836.400300682,625869.622136151,647371.679285918,667047.664649445,683995.688177892
58.5338809034908,601714.02996579,624059.063526759,645891.5846817,665798.797032805,682811.342186581
59.5338809034908,599375.904289354,622019.01409425,644171.005656448,664299.614619495,681368.710068846
60.5338809034908,596811.9192424,619734.455398113,642190.681934124,662527.569999051,679642.916419639
