"ROI_702","centile_10","centile_25","centile_50","centile_75","centile_90"
84.5338809034908,1205435.28327301,1287316.76861906,1391142.89990707,1501310.74111021,1598173.66757262
85.5338809034908,1204745.42985494,1286801.99713047,1390668.27113292,1500773.62057461,1597586.30672259
86.5338809034908,1204055.56888489,1286287.88748955,1390194.26645841,1500237.04055421,1596999.57635965
87.5338809034908,1203365.59378329,1285774.33143254,1389720.77108938,1499700.8800366,1596413.34994871
88.5338809034908,1202675.42139998,1285261.24514287,1389247.69597502,1499165.04510041,1595827.52914896
89.5338809034908,1201984.98545264,1284748.56240903,1388774.97060228,1498629.4613332,1595242.03592349
90.5338809034908,1201294.21995596,1284236.2173233,1388302.52480527,1498094.05472899,1594656.79265228
91.5338809034908,1200603.0637281,1283724.14896913,1387830.30644151,1497558.78371801,1594071.75552075
92.5338809034908,1199911.48827878,1283212.33079171,1387358.30229851,1497023.6504667,1593486.92641446
93.5338809034908,1199219.50515615,1282700.77892938,1386886.41344112,1496488.42953342,1592902.07091821
94.5338809034908,1198527.12771399,1282189.51142516,1386414.54586035,1495952.90466313,1592316.96496407
95.5338809034908,1197834.35849675,1281678.53444162,1385942.67828221,1495417.02624935,1591731.55789071
96.5338809034908,1197141.19672625,1281167.85050012,1385470.81070407,1494880.7935076,1591145.84973634
