"ROI_Norm_701","centile_10","centile_25","centile_50","centile_75","centile_90"
20.5338809034908,1235336.11937434,1255312.64644955,1272572.10191175,1286565.00386645,1297250.43383547
21.5338809034908,1233317.41234834,1253413.91784738,1270798.48550634,1284905.30714574,1295684.23267532
22.5338809034908,1231303.26197471,1251518.34615624,1269028.077845,1283249.61769137,1294123.05184117
23.5338809034908,1229295.48122109,1249628.64896524,1267264.24941661,1281601.767474,1292571.04383401
24.5338809034908,1227296.42392922,1247747.01165719,1265509.09999354,1279963.82617518,1291030.27775075
25.5338809034908,1225310.72628211,1245878.11680126,1263767.3823856,1278340.62648706,1289505.66162862
26.5338809034908,1223345.0242274,1244028.66261908,1262045.8829854,1276739.05214164,1288004.16959953
27.5338809034908,1221406.09496613,1242205.49327943,1260351.53905211,1275166.14279383,1286532.93638683
28.5338809034908,1219499.81182272,1240414.53372078,1258690.3564325,1273627.99804858,1285098.1509837
29.5338809034908,1217628.99795696,1238658.59912214,1257065.18133574,1272127.51902634,1283702.77535263
30.5338809034908,1215794.76503737,1236938.75886794,1255477.08534002,1270665.81002217,1282347.95862045
31.5338809034908,1213998.50292732,1235256.36625763,1253927.42887132,1269244.26895371,1281035.14794033
32.5338809034908,1212240.3504403,1233611.49619706,1252416.27085261,1267862.97463576,1279764.45889304
33.5338809034908,1210518.39747979,1232002.12885871,1250941.53637247,1266519.84153503,1278533.82043878
34.5338809034908,1208830.15032729,1230425.64634497,1249500.53946595,1265212.16321911,1277340.5339227
35.5338809034908,1207173.10421239,1228879.41870948,1248090.58018796,1263937.21812162,1276181.88537207
36.5338809034908,1205541.12970197,1227357.13002058,1246705.21616966,1262688.49555264,1275051.33604439
37.5338809034908,1203924.15026581,1225848.44904545,1245333.92629729,1261455.35311117,1273938.17477082
38.5338809034908,1202311.86556875,1224342.81317834,1243965.94871776,1260226.8995812,1272831.43571438
39.5338809034908,1200694.06632619,1222829.75176356,1242590.6109588,1258992.33030217,1271720.23764487
40.5338809034908,1199060.68320787,1221298.95436615,1241197.41226526,1257741.01933026,1270593.88278891
41.5338809034908,1197401.74084954,1219740.21516423,1239775.96088892,1256462.45170361,1269441.785666
42.5338809034908,1195707.26257325,1218143.32490341,1238315.85632624,1255146.09862239,1268253.34334572
43.5338809034908,1193970.02477724,1216500.89134202,1236809.56678239,1253784.34110934,1267020.8943938
44.5338809034908,1192190.76154003,1214813.67074817,1235257.87163161,1252378.00317434,1265745.32170525
45.5338809034908,1190372.30413517,1213084.57105942,1233663.7479823,1250930.14463076,1264429.77418551
46.5338809034908,1188517.38550746,1211316.40489555,1232030.0793133,1249443.73385207,1263077.31220601
47.5338809034908,1186628.39222471,1209511.66654942,1230359.45061866,1247921.45542109,1261690.72360723
48.5338809034908,1184707.20294116,1207672.38205382,1228654.00734279,1246365.57541043,1260272.39334699
49.5338809034908,1182755.63992611,1205800.52768108,1226915.85102975,1244778.3220679,1258824.67475016
50.5338809034908,1180775.83580605,1203898.39907474,1225147.41168183,1243162.26153749,1257350.26825708
51.5338809034908,1178774.01379722,1201972.45769505,1223355.35683101,1241524.26114137,1255856.228062
52.5338809034908,1176759.15798416,1200031.97905118,1221549.22026353,1239874.10209722,1254352.56259279
53.5338809034908,1174740.24114318,1198086.23204599,1219738.53660805,1238221.57609396,1252849.30119172
54.5338809034908,1172723.87988922,1196142.0775772,1217930.38914785,1236573.99083705,1251353.96689032
55.5338809034908,1170705.77643653,1194195.20201218,1216120.45351896,1234927.05399081,1249862.33526262
56.5338809034908,1168678.4409235,1192238.02091944,1214301.06277773,1233273.07174385,1248366.73642485
57.5338809034908,1166634.41002695,1190262.97403018,1212464.57108428,1231604.36985957,1246859.5208519
58.5338809034908,1164563.21765456,1188259.41062838,1210600.16203806,1229910.03758888,1245329.75315695
59.5338809034908,1162448.39961801,1186210.50814508,1208690.68748802,1228172.6985161,1243759.92935804
60.5338809034908,1160272.89894777,1184098.82695958,1206718.35529679,1226374.308162,1242131.85944079
61.5338809034908,1158020.03586106,1181907.30344514,1204665.74335236,1224497.18554448,1240427.71268395
62.5338809034908,1155677.86465658,1179623.65978494,1202520.26471638,1222528.52977875,1238634.57755245
63.5338809034908,1153238.69770534,1177239.9244492,1200273.68446322,1220459.93369745,1236743.97288624
64.5338809034908,1150695.09220024,1174748.37171019,1197918.00958324,1218283.22748349,1234747.65274885
65.5338809034908,1148039.73372389,1172141.398447,1195445.35961844,1215990.34406743,1232637.46780849
66.5338809034908,1145265.5898093,1169411.64878785,1192848.06672241,1213573.39984062,1230405.43189175
67.5338809034908,1142365.81312589,1166551.93917363,1190118.61781178,1211024.64914784,1228043.68504558
68.5338809034908,1139333.68617852,1163555.21811693,1187249.62641525,1208336.46502179,1225544.48054453
69.5338809034908,1136114.48002923,1160366.08302166,1184184.88834534,1205451.89252873,1222850.27164107
70.5338809034908,1132874.09189644,1157151.88830714,1181093.52641923,1202541.94505565,1220133.85730898
71.5338809034908,1129466.24253469,1153765.13142251,1177826.43860198,1199455.87521567,1217243.06056933
72.5338809034908,1125953.94279231,1150269.42798779,1174447.92585211,1196258.73398132,1214243.68461975
73.5338809034908,1122349.1298944,1146676.8991445,1170970.25954415,1192962.97919668,1211148.42934429
74.5338809034908,1118665.22314423,1143001.18893274,1167407.27538853,1189582.67329848,1207971.63811292
75.5338809034908,1114915.58947747,1139255.89473496,1163772.76963943,1186131.84928632,1204727.63953676
76.5338809034908,1111113.26988525,1135454.28679033,1160080.21187339,1182624.21767455,1201430.45011362
77.5338809034908,1107269.56918006,1131607.86051783,1156341.25982831,1179071.64747273,1198092.22762415
78.5338809034908,1103394.79742692,1127727.09704006,1152566.53821162,1175484.96107758,1194724.07940599
79.5338809034908,1099499.12125609,1123822.33676958,1148766.53437946,1171874.84994531,1191336.99495771
80.5338809034908,1095592.8483703,1119904.076732,1144951.90851942,1168252.19655521,1187942.17816156
81.5338809034908,1091687.16003994,1115983.73651712,1141134.29364386,1164628.90579115,1184551.90544389
82.5338809034908,1087793.3112966,1112072.82145586,1137325.42334577,1161017.00204632,1181178.59902338
83.5338809034908,1083922.34120253,1108182.6207024,1133536.81806786,1157428.30531395,1177834.49554513
84.5338809034908,1080081.71413208,1104320.78009854,1129776.28589313,1153870.86379691,1174528.02091214
85.5338809034908,1076273.42236648,1100489.36472309,1126045.94121128,1150346.92963834,1171261.72887287
86.5338809034908,1072498.95988565,1096689.93225666,1122347.38175731,1146858.23344012,1168037.65932878
87.5338809034908,1068759.5678163,1092923.78248022,1118681.94232035,1143406.24207284,1164857.60050179
88.5338809034908,1065053.37111204,1089189.02579705,1115047.69026679,1139989.08397894,1161719.9540222
89.5338809034908,1061376.29731278,1085481.52311808,1111440.38608523,1136602.5279868,1158620.72929735
90.5338809034908,1057724.27283091,1081797.13451997,1107855.78712315,1133242.33929849,1155555.94527291
91.5338809034908,1054094.04875856,1078132.70452544,1104290.80327777,1129905.59915169,1152523.09360992
92.5338809034908,1050484.00568337,1074486.7561944,1100744.08046397,1126591.18927129,1149521.54390319
