"ROI_601","centile_10","centile_25","centile_50","centile_75","centile_90"
20.5338809034908,663943.614260195,692651.448564417,737374.894481139,785624.10818957,820816.523006793
21.5338809034908,659982.964558266,689034.713944104,734015.654658638,782490.846570279,818012.833379774
22.5338809034908,656036.558238693,685437.261308094,730668.528331676,779359.317964921,815210.996251166
23.5338809034908,652110.500801089,681865.134072164,727341.543825856,776239.827332091,812421.251324162
24.5338809034908,648208.222795254,678320.62358214,724034.54430173,773129.40538178,809638.726688929
25.5338809034908,644329.721477786,674802.785082274,720745.168179645,770024.106140754,806858.007498123
26.5338809034908,640471.554979639,671307.23901923,717467.81697181,766917.009814762,804070.79690927
27.5338809034908,636630.585846866,667829.863082617,714197.183016578,763801.542501369,801269.116193062
28.5338809034908,632802.233336852,664364.952323197,710926.23241266,760669.266833444,798442.983016762
29.5338809034908,628976.442305994,660901.004183789,707641.627570354,757504.915913442,795575.227539245
30.5338809034908,625140.746066079,657423.851750222,704327.015379124,754289.848663042,792645.033781631
31.5338809034908,621282.388146611,653919.070377013,700965.984336288,751005.621717462,789631.906454567
32.5338809034908,617398.619062769,650381.218126631,697549.400839233,747639.142883183,786519.252675713
33.5338809034908,613503.772301357,646820.182012807,694080.509881972,744186.384774261,783297.086436781
34.5338809034908,609617.228283402,643250.213984967,690565.996600058,740645.818437183,779957.166775066
35.5338809034908,605758.159356566,639685.397179456,687012.73767644,737016.640028143,776492.309358555
36.5338809034908,601958.444693863,636157.175049481,683452.307141533,733330.940178676,772934.569934173
37.5338809034908,598262.825478676,632715.262899369,679942.719709493,729656.233179321,769358.50744045
38.5338809034908,594715.545487416,629409.47032849,676542.715596073,726061.361205934,765840.611513159
39.5338809034908,591358.471462034,626287.404049827,673308.814207153,722612.825768328,762455.065442893
40.5338809034908,588225.652449209,623389.051195325,670290.0208953,719369.641548691,759268.659521597
41.5338809034908,585346.628061124,620750.092819619,667531.069398482,716386.479144422,756343.881447575
42.5338809034908,582750.37765255,618405.896292002,665076.382515089,713717.572584083,753742.8217319
43.5338809034908,580459.33378092,616383.568837518,662959.658856944,711403.666512661,751511.746118724
44.5338809034908,578478.126900965,614686.826731529,661184.08968339,709447.321114713,749651.875329661
45.5338809034908,576807.149225323,613313.566694933,659745.227814556,707841.538511499,748153.054776543
46.5338809034908,575447.123133569,612261.946926381,658638.996531522,706579.846042915,747005.696142211
47.5338809034908,574378.251529394,611508.14400844,657837.258411938,705629.590339536,746172.525850446
48.5338809034908,573549.971407913,610995.362257288,657275.730404782,704918.744766305,745574.625944025
49.5338809034908,572909.876127222,610664.555195634,656887.638392468,704372.633309401,745130.207776375
50.5338809034908,572404.688574921,610455.87018885,656605.944219175,703916.978128988,744758.216725978
51.5338809034908,571963.558917668,610295.551619466,656356.214613569,703477.010568344,744381.627854136
52.5338809034908,571503.354455512,610100.236605639,656058.958023653,702977.613576946,743926.144167376
53.5338809034908,570940.581606952,609786.379842344,655634.734470714,702343.844216835,743317.671165609
54.5338809034908,570194.758773468,609274.509417587,655009.685231113,701507.771515384,742490.102437134
55.5338809034908,569199.822785283,608504.177755153,654135.646940258,700433.861234177,741414.471578923
56.5338809034908,567894.010176441,607420.887239907,652972.451974757,699096.434645235,740072.992343641
57.5338809034908,566215.884534805,605970.813252194,651480.685797042,697470.394344759,738448.322216067
58.5338809034908,564124.840463106,604118.716892803,649636.239750006,695542.354745402,736531.933490563
59.5338809034908,561621.522578041,601865.614457601,647444.588737001,693321.554667161,734332.324375709
60.5338809034908,558711.770455241,599217.136837119,644915.125597319,690820.379631743,731860.465074373
61.5338809034908,555404.991457398,596182.24325933,642060.180336469,688053.696988523,729129.5132314
62.5338809034908,551773.101866629,592827.412457072,638940.319623011,685075.254274699,726186.456228743
63.5338809034908,547943.928244945,589270.181622484,635658.44019191,681972.543396541,723107.565935875
64.5338809034908,544046.547085528,585628.628024376,632317.125197374,678832.178559099,719968.229416305
65.5338809034908,540201.080750222,582011.01771275,629007.926694517,675728.842964738,716831.811854439
66.5338809034908,536474.279465721,578469.660662965,625761.842180595,672672.445140994,713695.167713716
