"ROI_48","centile_10","centile_25","centile_50","centile_75","centile_90"
20.5338809034908,3187.15909090138,3384.25523911304,3617.01831865205,3865.17261563573,4102.48577838273
21.5338809034908,3190.57799556835,3388.70336436847,3622.57980165472,3871.7961705435,4110.0023025232
22.5338809034908,3193.98221871186,3393.1419943331,3628.13596871586,3878.41679482223,4117.51645116599
23.5338809034908,3197.36172790895,3397.56124088371,3633.67712565735,3885.02503536815,4125.01904025307
24.5338809034908,3200.70701779,3401.95091842013,3639.19224925142,3891.60894618042,4132.49722233172
25.5338809034908,3203.99388394198,3406.28534427602,3644.65388965257,3898.13917855033,4139.91982771659
26.5338809034908,3207.18543396587,3410.52530358223,3650.02007237821,3904.57080695729,4147.23910967276
27.5338809034908,3210.24426920302,3414.63100356515,3655.24816545232,3910.85816984506,4154.40651657973
28.5338809034908,3213.13314262406,3418.56277252014,3660.29562703948,3916.95566926652,4161.37354140354
29.5338809034908,3215.81585144495,3422.28200861761,3665.12102048358,3922.8188563498,4168.09287429788
30.5338809034908,3218.25662562464,3425.75053009941,3669.68331953496,3928.40368886071,4174.51761481307
31.5338809034908,3220.41988039202,3428.93031227676,3673.94162727705,3933.66623114213,4180.6009539032
32.5338809034908,3222.26706599021,3431.78013133156,3677.85157818777,3938.55880018832,4186.29207684119
33.5338809034908,3223.75459048155,3434.25334630535,3681.36295556877,3943.02740967618,4191.53344335164
34.5338809034908,3224.83729659312,3436.30159697742,3684.42365002028,3947.01600567045,4196.26528778335
35.5338809034908,3225.47279754544,3437.87942261172,3686.98461059911,3950.47177005375,4200.43125730815
36.5338809034908,3225.6921117298,3439.01957132447,3689.08063361837,3953.43170157603,4204.07048441087
37.5338809034908,3225.60720369168,3439.84114495453,3690.83920110685,3956.03217057264,4207.32780451645
38.5338809034908,3225.33581349249,3440.46952975685,3692.39465901173,3958.41700381854,4210.35605209858
39.5338809034908,3224.99423732824,3441.0287033151,3693.87996781101,3960.7286459763,4213.30666263323
40.5338809034908,3224.69159806245,3441.63511774982,3695.42013204873,3963.10111009793,4216.32216959421
41.5338809034908,3224.53315640623,3442.40122728282,3697.13598165985,3965.66402748675,4219.5405093105
42.5338809034908,3224.62479533766,3443.44027453363,3699.14931117349,3968.54815899349,4223.10088425328
43.5338809034908,3225.04097353731,3444.83206168343,3701.54610107587,3971.84593070815,4227.10176179723
44.5338809034908,3225.76366409215,3446.55766304736,3704.30630267606,3975.53604026932,4231.52059965373
45.5338809034908,3226.75028652348,3448.571893304,3707.3816182963,3979.5668461782,4236.30254720491
46.5338809034908,3227.95795571014,3450.82919452437,3710.72330398067,3983.88619031677,4241.39217795403
47.5338809034908,3229.27763128408,3453.21321841904,3714.20642915907,3988.36006700813,4246.64689183953
48.5338809034908,3230.5011691986,3455.50148225208,3717.59175694752,3992.73160673921,4251.79318762209
49.5338809034908,3231.41197333275,3457.46220779326,3720.62980939365,3996.73274925741,4256.54551929125
50.5338809034908,3231.795448148,3458.86549176105,3723.07287658602,4000.09713574406,4260.62002186247
51.5338809034908,3231.46456298976,3459.51067894592,3724.70449475161,4002.59179401273,4263.76827189775
52.5338809034908,3230.25155216014,3459.21751064668,3725.3299486799,4004.00695850218,4265.76646074211
53.5338809034908,3227.98990567289,3457.80685528919,3724.75553531963,4004.13379450279,4266.39166973341
54.5338809034908,3224.52862831077,3455.11598739075,3722.80502794152,4002.78210297467,4265.44073962892
55.5338809034908,3219.78564831829,3451.05586074167,3719.38143102418,3999.84675731774,4262.80109428143
56.5338809034908,3213.70071830886,3445.56071171069,3714.41274395621,3995.24943802334,4258.38868320087
57.5338809034908,3206.21574403746,3438.56699285022,3707.82927309075,3988.91424642486,4252.12199979853
58.5338809034908,3197.27879373114,3430.01767480675,3699.56827256326,3980.77269897451,4243.9274062109
59.5338809034908,3186.84804242932,3419.86648634424,3689.57852559477,3970.76866310252,4233.74439948273
60.5338809034908,3174.88529984755,3408.07098394248,3677.81288209687,3958.85033826167,4221.5170702218
61.5338809034908,3161.36396920611,3394.60110282019,3664.23749391415,3944.98020297784,4207.20471384669
62.5338809034908,3146.42633837755,3379.60812364599,3649.01426837218,3929.33149850606,4190.99140775605
63.5338809034908,3130.36352651631,3363.40340805611,3632.47816086629,3912.2639712443,4173.26026281223
64.5338809034908,3113.46785832198,3346.29998634992,3614.96627466242,3894.1399505749,4154.39732079103
65.5338809034908,3096.00973129231,3328.58769498682,3596.79100087598,3875.29541195691,4134.76068061425
66.5338809034908,3078.14435818771,3310.43284828085,3578.13154493424,3855.92305533713,4114.55571561022
67.5338809034908,3059.97970653588,3291.95113779371,3559.11256817076,3836.15693483822,4093.9253048666
