"Age","centile_5","centile_10","centile_25","centile_50","centile_75","centile_90","centile_95"
21,0.00175853758285573,0.00184836966888683,0.00202340922718309,0.00226659256842846,0.00258458387547826,0.00296935958400782,0.00326711667160245
22,0.00175686751114914,0.00184748531099632,0.00202377223634651,0.00226796739563041,0.00258580798163221,0.00296784787714051,0.00326137020603045
23,0.00175516124846598,0.00184657789907427,0.00202412846397691,0.0022693420002003,0.00258703154143353,0.00296637591361286,0.00325577921054518
24,0.00175341805976316,0.00184564704892924,0.0020244778815877,0.00227071648553604,0.00258825482507798,0.0029649435208247,0.00325033971315361
25,0.00175163717775331,0.00184469235352667,0.00202482043882942,0.00227209091220188,0.0025894779916607,0.00296355021673573,0.00324504724876249
26,0.00174981780503535,0.00184371338667551,0.00202515607044304,0.00227346531269937,0.00259070112827396,0.00296219533225265,0.00323989713153017
27,0.00174795911550972,0.00184270970580558,0.00202548470164039,0.00227483970278646,0.00259192427945677,0.00296087810093399,0.00323488464729415
28,0.00174606025502037,0.00184168085376914,0.00202580625182427,0.00227621408925086,0.00259314746712609,0.00295959771811739,0.00323000517435009
29,0.00174412034130174,0.00184062635977741,0.00202612063685724,0.00227758847463822,0.00259437070254762,0.00295835337538192,0.00322525424826126
30,0.00174213846338918,0.00183954573968737,0.002026427770258,0.00227896285975978,0.00259559399261386,0.00295714427784837,0.00322062758881371
31,0.00174011368066668,0.00183843849587258,0.00202672756372829,0.00228033724482877,0.00259681734266142,0.00295596965128254,0.00321612110517931
32,0.00173804502169151,0.00183730411686584,0.00202701992733111,0.00228171162988978,0.00259804075752643,0.00295482874411981,0.00321173089074419
33,0.00173593228534299,0.00183614296126314,0.0020273058113829,0.00228308726871138,0.00259926575702204,0.00295372263202066,0.00320745522220247
34,0.00173377842062661,0.00183495889192892,0.00202759032495426,0.00228447043010174,0.0026004999164424,0.00295265960190923,0.00320330051623388
35,0.00173158773523104,0.00183375721405777,0.00202788015917656,0.00228586914395704,0.00260175280715628,0.00295165024623277,0.00319927585539468
36,0.00172936709674751,0.00183254567115052,0.00202818423122846,0.00228729346948261,0.00260303596784787,0.002950707331286,0.00319539292555643
37,0.00172712516496736,0.00183133383924688,0.00202851337195773,0.0022887555307761,0.00260436327149643,0.00294984636587696,0.00319166659145089
38,0.0017248747294522,0.00183013564064246,0.00202888320321064,0.00229027293309155,0.00260575507651392,0.00294909064335272,0.00318812060201714
39,0.0017226294964322,0.00182896599985618,0.00202931048384893,0.00229186456490251,0.00260723314315911,0.0029484648817763,0.00318478013286371
40,0.00172041236893058,0.00182784955349484,0.00202982267346864,0.00229356137438208,0.00260883301507925,0.00294800953450794,0.00318168755274385
41,0.00171825124777953,0.00182681624452876,0.00203045311814486,0.00229540097537584,0.00261059784815199,0.00294777366378686,0.00317889455669197
