"Age","centile_5","centile_10","centile_25","centile_50","centile_75","centile_90","centile_95"
21,-0.00104866412311288,-1.18684749950723e-05,0.00172057159389559,0.00364543828745445,0.00557030498101332,0.00730274504990398,0.00833954069802179
22,-0.00104117566117899,1.32704373600892e-05,0.00177520363500692,0.00373283933584691,0.00569047503668691,0.00745240823433374,0.00850685433287282
23,-0.0010336871992451,3.84093497152503e-05,0.00182983567611825,0.00382024038423937,0.00581064509236049,0.0076020714187635,0.00867416796772384
24,-0.00102619873731121,6.35482620704119e-05,0.00188446771722959,0.00390764143263183,0.00593081514803408,0.00775173460319326,0.00884148160257487
25,-0.00101871027537731,8.86871744255734e-05,0.00193909975834092,0.00399504248102429,0.00605098520370767,0.00790139778762302,0.0090087952374259
26,-0.00101122181344342,0.000113826086780734,0.00199373179945225,0.00408244352941675,0.00617115525938126,0.00805106097205277,0.00917610887227693
27,-0.00100373335150953,0.000138964999135896,0.00204836384056358,0.00416984457780921,0.00629132531505485,0.00820072415648253,0.00934342250712795
28,-0.000996244889575639,0.000164103911491058,0.00210299588167491,0.00425724562620167,0.00641149537072843,0.00835038734091229,0.00951073614197898
29,-0.000988756427641747,0.000189242823846219,0.00215762792278625,0.00434464667459413,0.00653166542640202,0.00850005052534205,0.00967804977683001
30,-0.000981267965707857,0.00021438173620138,0.00221225996389758,0.00443204772298659,0.00665183548207561,0.00864971370977181,0.00984536341168104
31,-0.000973779503773965,0.000239520648556541,0.00226689200500891,0.00451944877137905,0.0067720055377492,0.00879937689420157,0.0100126770465321
32,-0.000966291041840073,0.000264659560911702,0.00232152404612024,0.00460684981977151,0.00689217559342279,0.00894904007863133,0.0101799906813831
33,-0.000958955684195823,0.000289672397673503,0.0023760751754046,0.0046942201365604,0.0070123650977162,0.00909876787544731,0.0103473959573166
34,-0.000952538952289418,0.000313928780875145,0.00243014083372716,0.00478140606372788,0.0071326712937286,0.00924888334658061,0.0105153510797452
35,-0.000947770772039553,0.000336826877557864,0.00248333322584884,0.00486825761748084,0.00725318200911284,0.00939968835740382,0.0106842860070012
