ROI,Age,centile_5,centile_10,centile_25,centile_50,centile_75,centile_90,centile_95
H_MUSE_Volume_104,90,0.000777190211635368,0.000852450277503083,0.000970023421723842,0.00108449776377497,0.00120506929691797,0.00134312583068748,0.00144038052569259
H_MUSE_Volume_104,91,0.000772022434556829,0.000847651380549003,0.00096522819436127,0.00107874826391269,0.00119823708317608,0.00133608302134793,0.00143363916999633
H_MUSE_Volume_104,92,0.000766892500291546,0.000842890618977229,0.000960466346895828,0.00107302943953294,0.00119143393032861,0.00132906287628178,0.00142691759619433
H_MUSE_Volume_104,93,0.000761800445008085,0.000838167924588363,0.000955737627564715,0.00106734108304034,0.00118465969668199,0.00132206508764366,0.00142021534021683
H_MUSE_Volume_104,94,0.000756746311636129,0.000833483233125007,0.000951041787628034,0.00106168299282232,0.0011779142493084,0.00131508935756226,0.00141353194620166
H_MUSE_Volume_104,95,0.000751730148133032,0.000828836482053471,0.000946378578551652,0.00105605496981178,0.00117119745992963,0.00130813539332327,0.00140686696114362
H_MUSE_Volume_104,96,0.000746751523089533,0.000824227234547702,0.000941747315999743,0.00105045595787044,0.00116450788357717,0.00130120147566903,0.00140021862092509
H_MUSE_Volume_104,97,0.000741811808489685,0.000819656456797724,0.000937148939246174,0.00104488808424778,0.00115784895836888,0.00129429117664976,0.00139359002005065
H_MUSE_Volume_105,21,0.000441339841469343,0.000543608937948696,0.00071449611409736,0.0009043641733922,0.00109423223268704,0.0012651194088357,0.00136738850531506
H_MUSE_Volume_105,22,0.000467794370173723,0.000568805510888657,0.000737590698111029,0.000925123295102091,0.00111265589209315,0.00128144107931553,0.00138245222003046
H_MUSE_Volume_105,23,0.000494248898878102,0.000594002083828617,0.000760685282124698,0.000945882416811982,0.00113107955149927,0.00129776274979535,0.00139751593474586
H_MUSE_Volume_105,24,0.000520703427582482,0.000619198656768578,0.000783779866138367,0.000966641538521874,0.00114950321090538,0.00131408442027517,0.00141257964946126
H_MUSE_Volume_105,25,0.000547157956286861,0.000644395229708539,0.000806874450152036,0.000987400660231765,0.00116792687031149,0.00133040609075499,0.00142764336417667
H_MUSE_Volume_105,26,0.000573612484991241,0.0006695918026485,0.000829969034165705,0.00100815978194166,0.00118635052971761,0.00134672776123481,0.00144270707889207
H_MUSE_Volume_105,27,0.000600067013695621,0.000694788375588461,0.000853063618179374,0.00102891890365155,0.00120477418912372,0.00136304943171463,0.00145777079360747
H_MUSE_Volume_105,28,0.0006265215424,0.000719984948528422,0.000876158202193043,0.00104967802536144,0.00122319784852983,0.00137937110219445,0.00147283450832288
H_MUSE_Volume_105,29,0.00065297607110438,0.000745181521468382,0.000899252786206712,0.00107043714707133,0.00124162150793595,0.00139569277267428,0.00148789822303828
H_MUSE_Volume_105,30,0.000679430599808759,0.000770378094408343,0.000922347370220381,0.00109119626878122,0.00126004516734206,0.0014120144431541,0.00150296193775368
H_MUSE_Volume_105,31,0.000705885128513139,0.000795574667348304,0.00094544195423405,0.00111195539049111,0.00127846882674817,0.00142833611363392,0.00151802565246908
H_MUSE_Volume_105,32,0.000732339657217519,0.000820771240288265,0.000968536538247719,0.001132714512201,0.00129689248615429,0.00144465778411374,0.00153308936718449
H_MUSE_Volume_105,33,0.000758510418103395,0.000845686271317144,0.000991353299744011,0.00115319994390995,0.0013150465880759,0.00146071361650277,0.00154788946971651
H_MUSE_Volume_105,34,0.000782978572078251,0.000868912050879531,0.00101250312613604,0.00117204323561327,0.0013315833450905,0.00147517442034701,0.00156110789914829
H_MUSE_Volume_105,35,0.000804044425268438,0.000888760149487189,0.00103031641022969,0.00118759569305213,0.00134487497587457,0.00148643123661707,0.00157114696083582
H_MUSE_Volume_105,36,0.000820019935949796,0.000903545425564889,0.00104311285647144,0.00119818240495495,0.00135325195343845,0.001492819384345,0.00157634487396009
H_MUSE_Volume_105,37,0.000829126562992181,0.000911491473008077,0.00104911962629089,0.00120203449654077,0.00135494936679064,0.00149257752007346,0.00157494243008935
H_MUSE_Volume_105,38,0.000829206666013617,0.000910447376579829,0.00104619704187362,0.00119702477558744,0.00134785250930126,0.00148360217459505,0.00156484288516126
H_MUSE_Volume_105,39,0.000819359419494927,0.000899517233522448,0.00103345742618053,0.00118227470442641,0.00133109198267229,0.00146503217533037,0.00154518998935789
H_MUSE_Volume_105,40,0.000804503357710916,0.000883622641531634,0.00101582749574932,0.00116271668700046,0.00130960587825161,0.00144181073246929,0.00152093001629001
H_MUSE_Volume_105,41,0.000791745994538459,0.000869873602617755,0.00100042141015232,0.00114546950223514,0.00129051759431796,0.00142106540185252,0.00149919300993182
H_MUSE_Volume_105,42,0.000786412035481538,0.000863596860839775,0.000992569319784493,0.00113586708521198,0.00127916485063947,0.00140813730958419,0.00148532213494243
H_MUSE_Volume_105,43,0.000791879774350077,0.000868172398670225,0.000995654028799547,0.00113729537517735,0.00127893672155515,0.00140641835168447,0.00148271097600462
H_MUSE_Volume_105,44,0.000806366722269327,0.000881818495820366,0.00100789510118227,0.00114797536303715,0.00128805562489203,0.00141413223025393,0.00148958400380497
H_MUSE_Volume_105,45,0.000828351257916015,0.000903014347990251,0.00102777309784286,0.00116638912654917,0.00130500515525549,0.0014297639051081,0.00150442699518233
H_MUSE_Volume_105,46,0.000854335272325545,0.000928262651644019,0.00105179206108156,0.00118904220333529,0.00132629234558903,0.00144982175502657,0.00152374913434504
H_MUSE_Volume_105,47,0.000876361060721243,0.000949606486189341,0.0010719963806437,0.0012079804390211,0.00134396449739851,0.00146635439185287,0.00153959981732096
H_MUSE_Volume_105,48,0.000885859586457126,0.00095847762495496,0.00107981918329028,0.00121463846412909,0.00134945774496791,0.00147079930330323,0.00154341734180106
H_MUSE_Volume_105,49,0.000875961248252531,0.000948007854135213,0.00106839457362552,0.0012021529591852,0.00133591134474488,0.00145629806423519,0.00152834467011787
H_MUSE_Volume_105,50,0.000851214711872686,0.000922750832695838,0.00104228455403429,0.00117509519671866,0.00130790583940304,0.00142743956074149,0.00149897568156464
H_MUSE_Volume_105,51,0.000820871243778933,0.000891964245987116,0.00101075753554884,0.00114274550477311,0.00127473347399739,0.00139352676355911,0.00146461976576729
H_MUSE_Volume_105,52,0.000794079584654081,0.000864803162090357,0.000982979159055937,0.00111428127138979,0.00124558338372365,0.00136375938068923,0.00143448295812551
H_MUSE_Volume_105,53,0.00077677580920649,0.000847207820330627,0.000964896622772574,0.00109565742661983,0.00122641823046708,0.00134410703290903,0.00141453904403316
H_MUSE_Volume_105,54,0.000771366400915059,0.000841586596471261,0.000958921464386409,0.00108928902127836,0.00121965657817031,0.00133699144608546,0.00140721164164166
H_MUSE_Volume_105,55,0.000780073750534753,0.000850163878427911,0.000967281408981031,0.00109740748828484,0.00122753356758865,0.00134465109814177,0.00141474122603493
H_MUSE_Volume_105,56,0.000801770293879444,0.000871812645232553,0.000988850343282052,0.00111888772287841,0.00124892510247477,0.00136596280052427,0.00143600515187738
H_MUSE_Volume_105,57,0.000825318303741685,0.000895390875134452,0.0010124790695452,0.00114257255426499,0.00127266603898478,0.00138975423339553,0.00145982680478829
H_MUSE_Volume_105,58,0.000837717056558967,0.000907892858726472,0.00102515354723557,0.00115543868542189,0.00128572382360821,0.00140298451211731,0.00147316031428482
H_MUSE_Volume_105,59,0.000827740671341584,0.000898087607600852,0.00101563425367378,0.00114623711147434,0.00127683996927491,0.00139438661534783,0.0014647335516071
H_MUSE_Volume_105,60,0.000800582956120869,0.000871160908038329,0.000989093571147032,0.0011201253218996,0.00125115707265217,0.00136908973576087,0.00143966768767833
H_MUSE_Volume_105,61,0.000770319227300992,0.000841178444600181,0.000959581089829454,0.00109113502483918,0.00122268895984891,0.00134109160507818,0.00141195082237737
H_MUSE_Volume_105,62,0.000750922162128471,0.000822103240551893,0.000941043701607506,0.00107319518904631,0.00120534667648511,0.00132428713754073,0.00139546821596415
H_MUSE_Volume_105,63,0.000747248641625541,0.000818784030675236,0.000938316529252325,0.00107112581336005,0.00120393509746778,0.00132346759604487,0.00139500298509456
H_MUSE_Volume_105,64,0.000751201664408185,0.000823117848837401,0.0009432866397974,0.00107680289093805,0.00121031914207871,0.00133048793303871,0.00140240411746792
H_MUSE_Volume_105,65,0.000753697259842352,0.000826014834280818,0.000946854330347015,0.00108111578355457,0.00121537723676213,0.00133621673282832,0.00140853430726679
H_MUSE_Volume_105,66,0.000747925485533068,0.000820658444510764,0.000942192029929156,0.00107722466679864,0.00121225730366812,0.00133379088908651,0.00140652384806421
H_MUSE_Volume_105,67,0.000736171100594661,0.000809324310385949,0.000931560116487627,0.00106737297151822,0.00120318582654881,0.00132542163265049,0.00139857484244178
H_MUSE_Volume_105,68,0.000722993345918323,0.000796561734391903,0.000919491285867858,0.00105607494237594,0.00119265859888402,0.00131558815035997,0.00138915653883355
H_MUSE_Volume_105,69,0.00071268445689043,0.000786653160690234,0.00091025162152417,0.00104757848489251,0.00118490534826085,0.00130850380909478,0.00138247251289459
H_MUSE_Volume_105,70,0.000706021178148786,0.000780370243434969,0.0009046042716354,0.00104263729649079,0.00118067032134618,0.00130490434954662,0.0013792534148328
H_MUSE_Volume_105,71,0.000701305990784564,0.000776013756016109,0.00090084715609776,0.00103954612662823,0.00117824509715871,0.00130307849724036,0.0013777862624719
H_MUSE_Volume_105,72,0.000696794861819477,0.000771837962970027,0.000897231694669271,0.00103655323430757,0.00117587477394587,0.00130126850564512,0.00137631160679567
H_MUSE_Volume_105,73,0.000691255162286235,0.000766602493643445,0.000892504580678807,0.00103239094000268,0.00117227729932656,0.00129817938636192,0.00137352671771913
H_MUSE_Volume_105,74,0.000684400271892015,0.00076000170289817,0.000886328379305721,0.00102668648824775,0.00116704459718977,0.00129337127359732,0.00136897270460348
H_MUSE_Volume_105,75,0.000676046619056511,0.000751831610213129,0.000878465007583767,0.00101916390578405,0.00115986280398434,0.00128649620135498,0.00136228119251159
H_MUSE_Volume_105,76,0.00066646309265017,0.000742337696479766,0.000869120832697813,0.00100998610162877,0.00115085137055973,0.00127763450677778,0.00135350911060738
H_MUSE_Volume_105,77,0.000658349397123114,0.000734180479469132,0.000860890893196353,0.00100167536216027,0.00114245983112419,0.00126917024485142,0.00134500132719743
H_MUSE_Volume_105,78,0.000655215711939169,0.000730826297660458,0.000857168271195602,0.000997543376356971,0.00113791848151834,0.00126426045505348,0.00133987104077477
H_MUSE_Volume_105,79,0.000660307012656786,0.00073547928429661,0.000861088854219848,0.00100065020579509,0.00114021155737034,0.00126582112729358,0.0013409933989334
H_MUSE_Volume_105,80,0.000671804739715624,0.000746310401978019,0.000870806096859582,0.001009129852395,0.00114745360793041,0.00127194930281197,0.00134645496507437
H_MUSE_Volume_105,81,0.000683281761954637,0.000756909481092204,0.000879938171506281,0.00101663197857221,0.00115332578563813,0.00127635447605221,0.00134998219518978
H_MUSE_Volume_105,82,0.000688147030938009,0.000760704693027105,0.000881945365030675,0.00101665255383046,0.00115135974263024,0.00127260041463381,0.00134515807672291
H_MUSE_Volume_105,83,0.000682970632728196,0.000754291849548725,0.000873466475721427,0.00100587813760596,0.00113828979949049,0.00125746442566319,0.00132878564248372
H_MUSE_Volume_105,84,0.000672009232766482,0.000741966782756726,0.000858862781447058,0.000988742722767856,0.00111862266408865,0.00123551866277899,0.00130547621276923
H_MUSE_Volume_105,85,0.000660670896430945,0.000729177125122102,0.000843648029555974,0.000970833515093382,0.00109801900063079,0.00121248990506466,0.00128099613375582
H_MUSE_Volume_105,86,0.000653730891303203,0.000720734046932664,0.000832693382183855,0.000957088332016666,0.00108148328184948,0.00119344261710067,0.00126044577273013
H_MUSE_Volume_105,87,0.000651282971380862,0.000716754679899405,0.000826155034175743,0.000947706770360709,0.00106925850654568,0.00117865886082201,0.00124413056934056
H_MUSE_Volume_105,88,0.000651348359837477,0.00071527756120424,0.000822100453662385,0.000940788442640825,0.00105947643161927,0.00116629932407741,0.00123022852544417
H_MUSE_Volume_105,89,0.000652028290612994,0.000714419723066979,0.000818673071096548,0.000934506109663138,0.00105033914822973,0.0011545924962593,0.00121698392871328
H_MUSE_Volume_105,90,0.00065404033059459,0.000714908995042801,0.000816617864501675,0.000929623802644328,0.00104262974078698,0.00114433861024586,0.00120520727469407
H_MUSE_Volume_105,91,0.000661174476712873,0.000720539922106523,0.000819736978435037,0.000929952109829512,0.00104016724122399,0.0011393642975525,0.00119872974294615
H_MUSE_Volume_105,92,0.00067739838177944,0.000735284020451122,0.000832008384630508,0.00093947617552718,0.00104694396642385,0.00114366833060324,0.00120155396927492
H_MUSE_Volume_105,93,0.000705007876248554,0.000761440276437588,0.000855736342830845,0.000960506118590083,0.00106527589434932,0.00115957196074258,0.00121600436093161
H_MUSE_Volume_105,94,0.000740904366706726,0.000795911886778546,0.000887827040970919,0.000989951450418176,0.00109207585986543,0.00118399101405781,0.00123899853412963
H_MUSE_Volume_105,95,0.000780903657260548,0.000834516034696496,0.000924099966715444,0.00102363421907878,0.00112316847144211,0.00121275240346106,0.00126636478089701
H_MUSE_Volume_105,96,0.000820993890723657,0.000873241112124702,0.000960543928265659,0.00105754369527707,0.00115454346228847,0.00124184627842943,0.00129409349983047
H_MUSE_Volume_105,97,0.000860069660253314,0.000910984839180966,0.000996061870753324,0.00109058862951465,0.00118511538827598,0.00127019241984834,0.00132110759877599
H_MUSE_Volume_108,21,0.00143451026554832,0.00158170234890512,0.00185949314611025,0.00222119127536112,0.00264769844753875,0.00309574818607127,0.00339673436123049
H_MUSE_Volume_108,22,0.00144042308721778,0.00158704057259726,0.00186324726119817,0.00222199277990031,0.00264386541973926,0.00308585138609102,0.00338214141844458
H_MUSE_Volume_108,23,0.00144639013181819,0.00159241687275898,0.00186701539183377,0.0022227942844395,0.00264004730998384,0.00307602711984529,0.00336768565140028
H_MUSE_Volume_108,24,0.00145241158380512,0.00159783129158129,0.00187079750370625,0.00222359578897869,0.00263624389351936,0.00306627406064052,0.00335336423049083
H_MUSE_Volume_108,25,0.00145848761989593,0.00160328386608113,0.00187459356122705,0.00222439729351788,0.00263245494811593,0.00305659090743633,0.00333917439276568
H_MUSE_Volume_108,26,0.00146461840887484,0.00160877462802289,0.00187840352752637,0.00222519879805707,0.00262868025401682,0.00304697638414744,0.0033251134398274
H_MUSE_Volume_108,27,0.00147080411139876,0.00161430360384107,0.00188222736444987,0.00222600030259626,0.00262491959388918,0.00303742923896697,0.00331117873580555
H_MUSE_Volume_108,28,0.00147704487980412,0.00161987081456423,0.0018860650325557,0.00222680180713545,0.00262117275277592,0.00302794824371057,0.00329736770540406
H_MUSE_Volume_108,29,0.00148334085791495,0.00162547627574028,0.00188991649111178,0.00222760331167465,0.00261743951804831,0.00301853219318049,0.00328367783201915
H_MUSE_Volume_108,30,0.0014896921808522,0.0016311199973631,0.0018937816980934,0.00222840481621384,0.00261371967935968,0.00300917990454888,0.00327010665592468
H_MUSE_Volume_108,31,0.00149609897484477,0.00163680198380072,0.00189766061018106,0.00222920632075303,0.00261001302859988,0.00299989021675971,0.00325665177252199
H_MUSE_Volume_108,32,0.00150256135704218,0.001642522233725,0.00190155318275869,0.00223000782529222,0.00260631935985066,0.00299066198994843,0.00324331083065168
H_MUSE_Volume_108,33,0.00150907280973743,0.00164827504854233,0.00190545567726346,0.00223080860264423,0.00260264163310009,0.00298150169759112,0.00323009225133285
H_MUSE_Volume_108,34,0.00151559998167484,0.0016540317397018,0.00190934950603264,0.00223160501687322,0.00259899540943723,0.00297244593096358,0.00321704688464733
H_MUSE_Volume_108,35,0.00152211227147338,0.0016597663401193,0.00191321851733132,0.00223239508743588,0.00259539647474899,0.00296352950704924,0.00320422222357644
H_MUSE_Volume_108,36,0.00152861965436014,0.00166548862046543,0.00191707181521986,0.0022331863641078,0.00259184935124439,0.00295475220083674,0.00319161389369856
H_MUSE_Volume_108,37,0.00153513956374027,0.00167121527223458,0.00192092426660773,0.00223399045179369,0.00258836042318659,0.00294611323657147,0.00317921532416901
H_MUSE_Volume_108,38,0.00154167891721529,0.00167695519831107,0.00192478858125454,0.00223482486278203,0.00258495227599814,0.00293763953122631,0.00316705566222641
H_MUSE_Volume_108,39,0.00154824588369274,0.00168271851990807,0.00192867856759762,0.00223570796334536,0.00258164797047483,0.00292935801643876,0.00315516374215192
H_MUSE_Volume_108,40,0.00155484049264009,0.00168851037944183,0.00193260939004275,0.00223666824586292,0.00257849154405843,0.00292132839302832,0.00314360924888195
H_MUSE_Volume_108,41,0.0015614629746928,0.00169433717139905,0.00193659941815766,0.00223773987268892,0.00257553548946128,0.00291362161252202,0.00313247493055743
H_MUSE_Volume_108,42,0.00156810506032391,0.00170019629405777,0.00194065701649572,0.00223894556287974,0.00257281901520888,0.00290629328359716,0.00312182675785185
H_MUSE_Volume_108,43,0.00157474813179388,0.00170607440243431,0.0019447790234925,0.00224029542108936,0.00257036734998775,0.00289938353216445,0.00311171418316385
